City,Date,Temperature (°C),Weather Description,Humidity (%),Wind Speed (m/s)
-1.40367269322409,2021-12-25,25.9,-0.8691458680431858,1.179559503019817,-1.0100840295315416
1.417779956472573,2022-12-05,33.6,0.30537557525841663,-1.1429795135094802,0.982282501160732
0.7124167940484075,2020-12-23,10.5,-0.8691458680431858,-0.023183916254283416,1.119687089484337
-1.40367269322409,2024-02-26,30.6,1.479897018560019,-1.2259273355283837,-0.8497786764873355
-0.6983095307999242,2024-07-29,28.8,-0.2818851463923846,0.059763905764620054,-0.7123740881637304
-0.6983095307999242,2024-10-30,24.6,0.8926362969092179,1.5113507910954307,-1.0100840295315416
0.007053631624241665,2021-05-02,19.2,1.479897018560019,0.30860737182133047,-1.23909167673755
-1.40367269322409,2024-08-22,35.8,-1.456406589693987,1.5942986131143342,1.7151069722199592
0.007053631624241665,2024-05-20,27.7,-0.2818851463923846,-0.8526621364433181,-0.918480970649138
1.417779956472573,2024-05-26,36.8,-1.456406589693987,1.0551377699914617,-1.2848932061787515
1.417779956472573,2021-07-19,25.0,0.8926362969092179,0.5159769268685891,0.8677786775577278
0.7124167940484075,2023-07-11,10.8,1.479897018560019,0.22565954980242697,-0.9413817353697388
0.007053631624241665,2024-04-18,37.4,0.8926362969092179,-0.1476056492826386,-1.4910000886641592
0.007053631624241665,2020-06-23,34.7,0.8926362969092179,1.3454551470576237,-1.0100840295315416
0.7124167940484075,2023-02-20,38.2,0.8926362969092179,1.3454551470576237,-1.6284046769877643
1.417779956472573,2023-07-29,21.0,0.8926362969092179,-0.35497520432989726,-1.674206206428966
0.7124167940484075,2024-04-21,18.4,0.8926362969092179,0.22565954980242697,1.577702383896354
-1.40367269322409,2020-02-27,21.3,-0.8691458680431858,-1.474770801585094,0.08915267705729919
-0.6983095307999242,2021-06-19,23.3,-0.2818851463923846,1.3454551470576237,1.486099325013951
0.007053631624241665,2024-08-13,39.6,0.30537557525841663,1.0966116810009134,-1.4451985592229575
-0.6983095307999242,2022-04-29,29.2,-0.8691458680431858,1.4284029690765272,-1.4222977945023565
1.417779956472573,2021-01-07,12.4,-1.456406589693987,1.01366385898201,-1.23909167673755
0.7124167940484075,2023-07-15,25.4,1.479897018560019,-0.2720273823109938,-0.5520687351195245
1.417779956472573,2021-07-13,15.8,-1.456406589693987,1.01366385898201,0.9135802069989297
1.417779956472573,2024-05-14,29.3,0.30537557525841663,-1.640666445622901,0.4784656773075136
1.417779956472573,2022-05-17,22.6,-1.456406589693987,-0.47939693735825245,0.9364809717195305
0.007053631624241665,2023-05-16,36.9,0.30537557525841663,-1.184453424518932,0.04335114761609746
-1.40367269322409,2022-12-18,26.1,1.479897018560019,-0.23055347130154208,-0.8039771470461339
0.007053631624241665,2024-08-20,37.8,0.8926362969092179,0.35008128283078216,1.3944962661315474
-0.6983095307999242,2024-11-20,39.3,-0.2818851463923846,-1.3088751575472872,1.4173970308521482
-0.6983095307999242,2021-08-15,26.4,-1.456406589693987,-0.06465782726373515,-0.5978702645607261
-0.6983095307999242,2024-07-12,25.1,0.8926362969092179,-0.023183916254283416,-1.4222977945023565
-0.6983095307999242,2024-04-04,24.8,-1.456406589693987,1.3454551470576237,-0.6665725587225286
-0.6983095307999242,2021-05-06,13.4,-1.456406589693987,-0.9356099584622215,-1.0558855589727432
0.007053631624241665,2020-06-16,31.4,-0.8691458680431858,0.7233464819158478,0.7990763833959255
0.7124167940484075,2021-12-08,30.7,0.30537557525841663,0.2671334608118787,-0.23145802903111273
-1.40367269322409,2021-07-09,24.3,0.8926362969092179,-1.1429795135094802,-1.6284046769877643
-0.6983095307999242,2021-01-26,31.3,0.30537557525841663,1.5528247021048824,1.3715955014109467
-0.6983095307999242,2023-05-03,12.3,1.479897018560019,-0.7697143144244146,-1.0558855589727432
-0.6983095307999242,2022-11-06,18.5,-0.8691458680431858,1.4284029690765272,0.7761756186753244
-1.40367269322409,2024-06-04,27.9,0.8926362969092179,-1.2674012465378355,0.8677786775577278
-1.40367269322409,2020-04-12,20.9,0.30537557525841663,1.0551377699914617,-0.16275573486931022
0.7124167940484075,2021-08-31,27.6,-0.2818851463923846,0.8062943039347512,-0.048251911266306007
0.007053631624241665,2021-08-10,26.8,0.30537557525841663,-0.023183916254283416,-1.4222977945023565
-0.6983095307999242,2020-03-17,37.7,0.8926362969092179,1.303981236048172,1.7151069722199592
0.007053631624241665,2020-08-16,10.4,-1.456406589693987,-0.2720273823109938,1.165488618925539
1.417779956472573,2022-03-17,28.0,1.479897018560019,1.179559503019817,-1.5826031475465625
-1.40367269322409,2024-04-25,30.1,0.30537557525841663,0.1427117277835235,0.982282501160732
-1.40367269322409,2022-07-05,29.5,-0.2818851463923846,1.0551377699914617,-0.32306108791351595
0.7124167940484075,2020-07-31,15.6,0.8926362969092179,0.7233464819158478,-1.2848932061787515
-1.40367269322409,2024-01-23,11.2,-1.456406589693987,-1.474770801585094,-1.1245878531345457
-0.6983095307999242,2021-09-20,34.7,-0.2818851463923846,0.9307160369631065,0.29525955954270666
-1.40367269322409,2023-11-04,11.8,1.479897018560019,0.7648203929252995,0.36396185370450934
0.7124167940484075,2020-01-29,32.5,-0.8691458680431858,0.2671334608118787,0.3410610889839086
-0.6983095307999242,2021-10-11,25.7,1.479897018560019,1.0966116810009134,0.18075573593970246
1.417779956472573,2022-06-03,32.2,0.30537557525841663,0.22565954980242697,-0.20855726431051175
-1.40367269322409,2022-10-08,38.3,-0.2818851463923846,-0.023183916254283416,1.5090000897345517
-0.6983095307999242,2020-06-24,29.6,0.30537557525841663,-0.43792302634880076,-0.8497786764873355
0.7124167940484075,2023-08-27,24.3,0.8926362969092179,-0.8111882254338664,0.1578549712191017
-0.6983095307999242,2021-12-25,27.7,-1.456406589693987,-0.47939693735825245,1.692206207499358
0.7124167940484075,2024-09-14,23.8,-0.8691458680431858,0.10123781677407179,-1.4680993239435582
-1.40367269322409,2022-11-16,38.1,-0.8691458680431858,0.3915551938402339,0.570068736189917
1.417779956472573,2021-08-09,12.7,-0.8691458680431858,-1.4332968905756422,-0.781076382325533
0.7124167940484075,2023-02-14,17.1,-0.2818851463923846,-0.9356099584622215,-0.16275573486931022
0.007053631624241665,2023-02-07,24.8,-1.456406589693987,-1.350349068556739,-1.51390085338476
